BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202001,4,1100,202001,8,1400,145427,873194,"WASHINGTON",53,2020,"January","Heavy Snow","Z",569,"CASCADES OF PIERCE AND LEWIS COUNTIES","SEW","04-JAN-20 11:00:00","PST-8","08-JAN-20 14:00:00","0","0","0","0",,,"Park/Forest Service",,,,,,,,,,,,,,,,,,,,,,"After a period of light snow at the very beginning of the month, a more significant winter storm brought heavier snowfall accumulations to the mountains beginning January 4th and continuing through January 8th, prompting the issuance of a Winter Storm Warning.","Snow began to fall late in the evening hours on the 4th, with 13 inches of fresh snow at Paradise by the afternoon of the 4th. Thereafter, periods of heavy snow persisted across the southern Cascades into the early afternoon hours on the 8th, bringing the storm total snowfall to around 65 inches for Paradise and nearby locations.","CSV"
202001,4,0,202001,7,1200,145427,873195,"WASHINGTON",53,2020,"January","Heavy Snow","Z",513,"OLYMPICS","SEW","04-JAN-20 00:00:00","PST-8","07-JAN-20 12:00:00","0","0","0","0",,,"Park/Forest Service",,,,,,,,,,,,,,,,,,,,,,"After a period of light snow at the very beginning of the month, a more significant winter storm brought heavier snowfall accumulations to the mountains beginning January 4th and continuing through January 8th, prompting the issuance of a Winter Storm Warning.","Snow began to fall around midnight on the 4th and continued through the morning hours of the 7th, with total snowfall near Hurricane Ridge around 22 inches.","CSV"
202001,4,300,202001,8,2300,145427,873196,"WASHINGTON",53,2020,"January","Heavy Snow","Z",568,"CASCADES OF SNOHOMISH AND KING COUNTIES","SEW","04-JAN-20 03:00:00","PST-8","08-JAN-20 23:00:00","0","0","0","0",,,"Park/Forest Service",,,,,,,,,,,,,,,,,,,,,,"After a period of light snow at the very beginning of the month, a more significant winter storm brought heavier snowfall accumulations to the mountains beginning January 4th and continuing through January 8th, prompting the issuance of a Winter Storm Warning.","Snow started in the central Cascades during the morning hours of the 4th and began to accumulate quickly. Snowfall affected both Stevens Pass and Snoqualmie Pass, with snowfall accumulation at Stevens Pass significantly higher than at Snoqualmie Pass. New snowfall at Stevens Pass of around 49 inches by January 8th and around 22 inches at Snoqualmie Pass. Stevens Pass was closed on January 6th.","CSV"
202001,10,400,202001,18,1400,145428,873199,"WASHINGTON",53,2020,"January","Heavy Snow","Z",569,"CASCADES OF PIERCE AND LEWIS COUNTIES","SEW","10-JAN-20 04:00:00","PST-8","18-JAN-20 14:00:00","0","0","0","0",,,"Park/Forest Service",,,,,,,,,,,,,,,,,,,,,,"Following closely on the heels of the previous winter storm was another winter storm across the mountainous terrain of western Washington. Periods of heavy snow continued off and on without much in the way of noticeable breaks over the course of a week.","Snow began during the early morning hours of the 10th and continued fairly consistently through the 18th. Measurements around Paradise indicated a storm total snowfall of around 39 inches.","CSV"
202001,11,424,202001,11,426,143976,871467,"LOUISIANA",22,2020,"January","Thunderstorm Wind","C",123,"WEST CARROLL","JAN","11-JAN-20 04:24:00","CST-6","11-JAN-20 04:26:00","0","0","0","0","5.00K","0.00K","Law Enforcement","50.00","EG",,,,,,,,,,"1","W","DARNELL","1","NW","DARNELL","32.6774","-91.4668","32.69","-91.46","A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","A tree was blown down across Dummyline Road and another was blown down across Highway 577W.","CSV"
202001,11,445,202001,11,445,143976,871519,"LOUISIANA",22,2020,"January","Thunderstorm Wind","C",83,"RICHLAND","JAN","11-JAN-20 04:45:00","CST-6","11-JAN-20 04:45:00","0","0","0","0","3.00K","0.00K","Law Enforcement","50.00","EG",,,,,,,,,,"1","SE","RAYVILLE MUNI ARPT","1","SE","RAYVILLE MUNI ARPT","32.4703","-91.7607","32.4703","-91.7607","A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","A tree was blown down onto Mulberry Street.","CSV"
202001,11,510,202001,11,510,143976,871520,"LOUISIANA",22,2020,"January","Thunderstorm Wind","C",41,"FRANKLIN","JAN","11-JAN-20 05:10:00","CST-6","11-JAN-20 05:10:00","0","0","0","0","3.00K","0.00K","Law Enforcement","50.00","EG",,,,,,,,,,"7","NE","BASKIN","7","NE","BASKIN","32.35","-91.68","32.35","-91.68","A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","A tree was blown down on Highway 132 near Piney Woods Road.","CSV"
202001,11,530,202001,11,645,143976,871524,"LOUISIANA",22,2020,"January","Flash Flood","C",123,"WEST CARROLL","JAN","11-JAN-20 05:30:00","CST-6","11-JAN-20 06:45:00","0","0","0","0","1.00K","0.00K","Law Enforcement",,,"Heavy Rain",,,,,,,,,"1","N","PIONEER","0","WSW","PIONEER","32.74","-91.43","32.7295","-91.4321","A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","Water was crossing Highway 17.","CSV"
202001,11,530,202001,11,645,143976,871525,"LOUISIANA",22,2020,"January","Flash Flood","C",123,"WEST CARROLL","JAN","11-JAN-20 05:30:00","CST-6","11-JAN-20 06:45:00","0","0","0","0","1.00K","0.00K","Law Enforcement",,,"Heavy Rain",,,,,,,,,"1","W","KILBOURNE","1","WSW","KILBOURNE","33","-91.31","32.9975","-91.3131","A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","Water was over Highway 585 East.","CSV"
202001,7,1200,202001,7,1800,145133,871501,"WEST VIRGINIA",54,2020,"January","Winter Weather","Z",52,"BERKELEY","LWX","07-JAN-20 12:00:00","EST-5","07-JAN-20 18:00:00","0","0","0","0",,,"Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"A wave of low pressure passed through the area on the 7th of January. There was plenty of cold air ahead of this system for precipitation to fall as a period of snow. Snow accumulations ranged from three to five inches across the West Virginia Panhandle.","","CSV"
202001,7,1200,202001,7,1800,145133,871502,"WEST VIRGINIA",54,2020,"January","Winter Weather","Z",53,"JEFFERSON","LWX","07-JAN-20 12:00:00","EST-5","07-JAN-20 18:00:00","0","0","0","0",,,"Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"A wave of low pressure passed through the area on the 7th of January. There was plenty of cold air ahead of this system for precipitation to fall as a period of snow. Snow accumulations ranged from three to five inches across the West Virginia Panhandle.","","CSV"
202001,7,1200,202001,7,1800,145134,871503,"MARYLAND",24,2020,"January","Winter Weather","Z",502,"CENTRAL AND EASTERN ALLEGANY","LWX","07-JAN-20 12:00:00","EST-5","07-JAN-20 18:00:00","0","0","0","0",,,"Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"A wave of low pressure passed through the area on the 7th of January. There was plenty of cold air ahead of this system for precipitation to fall as a period of snow. Snow accumulations ranged from 1 to 3 inches along the I-95 corridor, to 3 to 5 inches to the north and west of I-95.","","CSV"
202001,7,1200,202001,7,1800,145134,871504,"MARYLAND",24,2020,"January","Winter Weather","Z",501,"EXTREME WESTERN ALLEGANY","LWX","07-JAN-20 12:00:00","EST-5","07-JAN-20 18:00:00","0","0","0","0",,,"Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"A wave of low pressure passed through the area on the 7th of January. There was plenty of cold air ahead of this system for precipitation to fall as a period of snow. Snow accumulations ranged from 1 to 3 inches along the I-95 corridor, to 3 to 5 inches to the north and west of I-95.","","CSV"
202001,7,1200,202001,7,1800,145134,871505,"MARYLAND",24,2020,"January","Winter Weather","Z",3,"WASHINGTON","LWX","07-JAN-20 12:00:00","EST-5","07-JAN-20 18:00:00","0","0","0","0",,,"Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"A wave of low pressure passed through the area on the 7th of January. There was plenty of cold air ahead of this system for precipitation to fall as a period of snow. Snow accumulations ranged from 1 to 3 inches along the I-95 corridor, to 3 to 5 inches to the north and west of I-95.","","CSV"
202001,7,1200,202001,7,1800,145134,871506,"MARYLAND",24,2020,"January","Winter Weather","Z",4,"FREDERICK","LWX","07-JAN-20 12:00:00","EST-5","07-JAN-20 18:00:00","0","0","0","0",,,"Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"A wave of low pressure passed through the area on the 7th of January. There was plenty of cold air ahead of this system for precipitation to fall as a period of snow. Snow accumulations ranged from 1 to 3 inches along the I-95 corridor, to 3 to 5 inches to the north and west of I-95.","","CSV"
202001,7,1200,202001,7,1800,145134,871507,"MARYLAND",24,2020,"January","Winter Weather","Z",5,"CARROLL","LWX","07-JAN-20 12:00:00","EST-5","07-JAN-20 18:00:00","0","0","0","0",,,"Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"A wave of low pressure passed through the area on the 7th of January. There was plenty of cold air ahead of this system for precipitation to fall as a period of snow. Snow accumulations ranged from 1 to 3 inches along the I-95 corridor, to 3 to 5 inches to the north and west of I-95.","","CSV"
202001,7,1200,202001,7,1800,145134,871508,"MARYLAND",24,2020,"January","Winter Weather","Z",503,"NORTHWEST MONTGOMERY","LWX","07-JAN-20 12:00:00","EST-5","07-JAN-20 18:00:00","0","0","0","0",,,"Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"A wave of low pressure passed through the area on the 7th of January. There was plenty of cold air ahead of this system for precipitation to fall as a period of snow. Snow accumulations ranged from 1 to 3 inches along the I-95 corridor, to 3 to 5 inches to the north and west of I-95.","","CSV"
202001,25,1347,202001,25,1917,145614,874446,"VIRGINIA",51,2020,"January","Flood","C",153,"PRINCE WILLIAM","LWX","25-JAN-20 13:47:00","EST-5","25-JAN-20 19:17:00","0","0","0","0","0.00K","0.00K","River/Stream Gage",,,"Heavy Rain",,,,,,,,,"2","NW","YORKSHIRE","2","NW","YORKSHIRE","38.7968","-77.4565","38.7954","-77.4567","A strong upper low and associated area of low pressure tracked to our northwest. Heavy rain associated with this system's warm conveyor belt moved across our area, leading to flooding across portions of Virginia.","The stream gage on Bull Run near Manassas Park exceeded the 12 foot flood stage during the indicated period. Water covered backyards in the Yorkshire area and some items needed to be relocated to higher ground. Portions of the trail system along Bull Run in the vicinity of Yorkshire were also flooded. The peak level of 12.51 feet occurred at 4:42 PM.","CSV"
202001,4,446,202001,4,949,145593,874447,"VIRGINIA",51,2020,"January","Dense Fog","Z",28,"FREDERICK","LWX","04-JAN-20 04:46:00","EST-5","04-JAN-20 09:49:00","0","0","0","0",,,"AWOS",,,,,,,,,,,,,,,,,,,,,,"Light winds beneath a subsidence inversion atop saturated ground led to the formation of fog across Northern Virginia. Visibilities were around a quarter of a mile.","","CSV"
202001,12,105,202001,12,135,145472,874689,"ATLANTIC NORTH",88,2020,"January","Marine Thunderstorm Wind","Z",532,"CHESAPEAKE BAY SANDY PT TO N BEACH MD","LWX","12-JAN-20 01:05:00","EST-5","12-JAN-20 01:35:00","0","0","0","0",,,"Mesonet","34.00","MG",,,,,,,,,,"48","N","PATUXENT RIVER ASOS (KNAK)","48","N","PATUXENT RIVER ASOS (KNAK)","38.978","-76.3286","38.978","-76.3286","A negatively tilted trough and associated surface low tracked into Ohio. Warm, humid air streamed northward into the area in southerly flow well in advance of the low. A band of pre-frontal convection moved across the waters, transporting some of the high winds from aloft down to the surface.","","CSV"
202001,15,2020,202001,15,2025,145632,874525,"MISSISSIPPI",28,2020,"January","Hail","C",81,"LEE","MEG","15-JAN-20 20:20:00","CST-6","15-JAN-20 20:25:00","0","0","0","0","0.00K","0.00K","Broadcast Media","0.88",,,,,,,,,,,"0","N","SALTILLO","0","N","SALTILLO","34.38","-88.68","34.38","-88.68","Numerous thunderstorms moved across Northeast Mississippi during the evening hours of January 15, 2020. They produced heavy rain, frequent lightning and isolated small hail.","","CSV"
202001,11,100,202001,11,200,145636,874540,"TENNESSEE",47,2020,"January","Strong Wind","Z",2,"OBION","MEG","11-JAN-20 01:00:00","CST-6","11-JAN-20 02:00:00","0","0","0","0","15.00K","0.00K","Broadcast Media","43.00","EG",,,,,,,,,,,,,,,,,,,,"A cold season quasi-linear convective system (QLCS) moved across the Mid-South during the overnight and early morning hours Saturday, January 11, 2020. Strong southerly winds drew unseasonably warm, moist air northward into the region ahead of a cold front. Early morning temperatures were in the upper 60s and lower 70s with dewpoints in the upper 60s. This aided in the development of uncapped surface-based instability that was more than sufficient to maintain the QLCS. A strengthening  shortwave trough was lifting northeastward across the Ozarks during the event resulting in strengthing wind fields and ample wind shear.  The QLCS evolved into a Line Echo Wave Pattern (LEWP) with several persistent mesovortices across north Mississippi and a few transient mesovortices farther north into west Tennessee. Widespread damaging wind was observed across the entire County Warning Area (CWA) along with 13 tornadoes. In addition to the severe weather potential, heavy rainfall was a noted threat. Isolated flash flooding did occur with this system.","Two trees fell on a vehicle in Union City due to gradient wind.","CSV"
202001,4,1942,202001,4,1942,143965,873300,"MONTANA",30,2020,"January","High Wind","Z",17,"CENTRAL AND SOUTHERN VALLEY","GGW","04-JAN-20 19:42:00","MST-7","04-JAN-20 19:42:00","0","0","0","0","0.00K","0.00K","Public","56.00","EG",,,,,,,,,,,,,,,,,,,,"Very strong winds aloft combined with a favorable environment to allow severe wind gusts to reach the ground.  A sudden snow shower which moved through the area, was especially helpful in bringing many wind gusts in excess of 60 mph to the surface for many locations.","At 3 SE Glasgow, the public reported shingles blown off a roof.  Time and wind gust are estimated.","CSV"
202001,4,2100,202001,4,2100,143965,873301,"MONTANA",30,2020,"January","High Wind","Z",22,"GARFIELD","GGW","04-JAN-20 21:00:00","MST-7","04-JAN-20 21:00:00","0","0","0","0","0.00K","0.00K","Trained Spotter","52.00","EG",,,,,,,,,,,,,,,,,,,,"Very strong winds aloft combined with a favorable environment to allow severe wind gusts to reach the ground.  A sudden snow shower which moved through the area, was especially helpful in bringing many wind gusts in excess of 60 mph to the surface for many locations.","Trained spotter 2 W Van Norman, reported old cottonwood trees blown over onto grain bins. Time and wind gust estimated.","CSV"
202001,4,1838,202001,4,1856,143965,873314,"MONTANA",30,2020,"January","High Wind","Z",22,"GARFIELD","GGW","04-JAN-20 18:38:00","MST-7","04-JAN-20 18:56:00","0","0","0","0","0.00K","0.00K","Department of Highways","51.00","MG",,,,,,,,,,,,,,,,,,,,"Very strong winds aloft combined with a favorable environment to allow severe wind gusts to reach the ground.  A sudden snow shower which moved through the area, was especially helpful in bringing many wind gusts in excess of 60 mph to the surface for many locations.","At the Hillside MT-59 DOT site (MTHIL), the first verifying wind gust of 58 mph was measured at 6:38 PM, and the peak wind gust of 59 mph was measured at 6:56 PM.","CSV"
202001,4,1945,202001,4,2015,143965,873316,"MONTANA",30,2020,"January","High Wind","Z",17,"CENTRAL AND SOUTHERN VALLEY","GGW","04-JAN-20 19:45:00","MST-7","04-JAN-20 20:15:00","0","0","0","0","0.00K","0.00K","Mesonet","54.00","MG",,,,,,,,,,,,,,,,,,,,"Very strong winds aloft combined with a favorable environment to allow severe wind gusts to reach the ground.  A sudden snow shower which moved through the area, was especially helpful in bringing many wind gusts in excess of 60 mph to the surface for many locations.","The mesonet site just west of Glasgow (MTM72), recorded a peak wind gust of 62 mph at 7:45 PM and a 61 mph wind gust at 8:15 PM.","CSV"
202001,4,2115,202001,4,2347,143965,873340,"MONTANA",30,2020,"January","High Wind","Z",19,"SHERIDAN","GGW","04-JAN-20 21:15:00","MST-7","04-JAN-20 23:47:00","0","0","0","0","0.00K","0.00K","Department of Highways","35.00","MS",,,,,,,,,,,,,,,,,,,,"Very strong winds aloft combined with a favorable environment to allow severe wind gusts to reach the ground.  A sudden snow shower which moved through the area, was especially helpful in bringing many wind gusts in excess of 60 mph to the surface for many locations.","At the Comertown Turn-Off MT-5 DOT site (MTCOM), sustained wind speeds of at least 40 mph were measured at least each hour for about two and one-half hours on the night of the 4th.","CSV"
202001,4,2045,202001,4,2100,143965,873353,"MONTANA",30,2020,"January","High Wind","Z",24,"RICHLAND","GGW","04-JAN-20 20:45:00","MST-7","04-JAN-20 21:00:00","0","0","0","0","0.00K","0.00K","Mesonet","53.00","MG",,,,,,,,,,,,,,,,,,,,"Very strong winds aloft combined with a favorable environment to allow severe wind gusts to reach the ground.  A sudden snow shower which moved through the area, was especially helpful in bringing many wind gusts in excess of 60 mph to the surface for many locations.","At the Badger Creek mesonet site (F2498), the peak wind gust of 61 mph was measured from 8:45 PM through 9:00 PM.","CSV"
202001,11,2157,202001,11,2157,143981,864240,"KENTUCKY",21,2020,"January","High Wind","Z",60,"MENIFEE","JKL","11-JAN-20 21:57:00","EST-5","11-JAN-20 21:57:00","0","0","0","0","0.00K","0.70K","911 Call Center","50.00","EG",,,,,,,,,,,,,,,,,,,,"Strong environmental winds, and winds associated with intense rain showers immediately along a cold front, damaged structures, downed trees, and caused power outages all across eastern Kentucky on January 11, 2020. The first bout of winds and damage occurred from late morning through late afternoon as gusty winds developed ahead of a strong low pressure system, while the second episode of winds and damage occurred between roughly 9 pm and midnight as a line of showers and the cold front moved through eastern Kentucky.||In Rockcastle County, a tobacco barn was destroyed in the town of Hiatt due to strong gusty winds, while a mobile home was blown over. In Pulaski County, near Somerset, the roof of a deck was blown into the yard of a neighbor's house, causing damage to the inside of the neighbor's house as part of the roof went through the wall. Several docks at Conley Bottom Resort in Wayne County were damaged as well. A tree and a utility pole were both blown down near the intersection of Kentucky Highway 114 and Woodland Hills Road, while a trailer in Harold had its roof torn off in Floyd County.||Earlier day heavy rainfall led to a large mudslide along U.S. Highway 421 near Hyden. This caused large trees and rocks to fall into the road, subsequently blocking both lanes of U.S. 421 in Hyden in front of the high school. Additionally in Leslie County, a tree was blown down in front of Davidson's Garage on U.S. 421. Several transformers were also blown near Hosea, including on Owls Nest Road at the ambulance service in Hyden thus causing power outages.","A tree was blown down on East Fork Road near Means.","CSV"
202001,11,2223,202001,11,2223,143981,864742,"KENTUCKY",21,2020,"January","High Wind","Z",108,"WOLFE","JKL","11-JAN-20 22:23:00","EST-5","11-JAN-20 22:23:00","0","0","0","0","0.00K","0.50K","Emergency Manager","50.00","EG",,,,,,,,,,,,,,,,,,,,"Strong environmental winds, and winds associated with intense rain showers immediately along a cold front, damaged structures, downed trees, and caused power outages all across eastern Kentucky on January 11, 2020. The first bout of winds and damage occurred from late morning through late afternoon as gusty winds developed ahead of a strong low pressure system, while the second episode of winds and damage occurred between roughly 9 pm and midnight as a line of showers and the cold front moved through eastern Kentucky.||In Rockcastle County, a tobacco barn was destroyed in the town of Hiatt due to strong gusty winds, while a mobile home was blown over. In Pulaski County, near Somerset, the roof of a deck was blown into the yard of a neighbor's house, causing damage to the inside of the neighbor's house as part of the roof went through the wall. Several docks at Conley Bottom Resort in Wayne County were damaged as well. A tree and a utility pole were both blown down near the intersection of Kentucky Highway 114 and Woodland Hills Road, while a trailer in Harold had its roof torn off in Floyd County.||Earlier day heavy rainfall led to a large mudslide along U.S. Highway 421 near Hyden. This caused large trees and rocks to fall into the road, subsequently blocking both lanes of U.S. 421 in Hyden in front of the high school. Additionally in Leslie County, a tree was blown down in front of Davidson's Garage on U.S. 421. Several transformers were also blown near Hosea, including on Owls Nest Road at the ambulance service in Hyden thus causing power outages.","Trees down.","CSV"
202001,11,2325,202001,11,2325,143981,864911,"KENTUCKY",21,2020,"January","High Wind","Z",120,"PIKE","JKL","11-JAN-20 23:25:00","EST-5","11-JAN-20 23:25:00","0","0","0","0","0.00K","0.00K","Emergency Manager","51.00","EG",,,,,,,,,,,,,,,,,,,,"Strong environmental winds, and winds associated with intense rain showers immediately along a cold front, damaged structures, downed trees, and caused power outages all across eastern Kentucky on January 11, 2020. The first bout of winds and damage occurred from late morning through late afternoon as gusty winds developed ahead of a strong low pressure system, while the second episode of winds and damage occurred between roughly 9 pm and midnight as a line of showers and the cold front moved through eastern Kentucky.||In Rockcastle County, a tobacco barn was destroyed in the town of Hiatt due to strong gusty winds, while a mobile home was blown over. In Pulaski County, near Somerset, the roof of a deck was blown into the yard of a neighbor's house, causing damage to the inside of the neighbor's house as part of the roof went through the wall. Several docks at Conley Bottom Resort in Wayne County were damaged as well. A tree and a utility pole were both blown down near the intersection of Kentucky Highway 114 and Woodland Hills Road, while a trailer in Harold had its roof torn off in Floyd County.||Earlier day heavy rainfall led to a large mudslide along U.S. Highway 421 near Hyden. This caused large trees and rocks to fall into the road, subsequently blocking both lanes of U.S. 421 in Hyden in front of the high school. Additionally in Leslie County, a tree was blown down in front of Davidson's Garage on U.S. 421. Several transformers were also blown near Hosea, including on Owls Nest Road at the ambulance service in Hyden thus causing power outages.","","CSV"
202001,18,117,202001,18,117,144150,865338,"NEBRASKA",31,2020,"January","High Wind","Z",31,"MADISON","OAX","18-JAN-20 01:17:00","CST-6","18-JAN-20 01:17:00","0","0","0","0",,,"Public","52.00","EG",,,,,,,,,,,,,,,,,,,,"A strong arctic front moving through the region created wind gusts from 40 to 60 mph.","The public reported broken tree branches between Norfolk and Battle Creek and near whiteout conditions with blowing snow.","CSV"
202001,18,235,202001,18,235,144150,865339,"NEBRASKA",31,2020,"January","High Wind","Z",45,"WASHINGTON","OAX","18-JAN-20 02:35:00","CST-6","18-JAN-20 02:35:00","0","0","0","0",,,"Public","50.00","EG",,,,,,,,,,,,,,,,,,,,"A strong arctic front moving through the region created wind gusts from 40 to 60 mph.","The public reported trash cans blown around and small tree branches broken in Fort Calhoun.","CSV"
202001,18,415,202001,18,415,144150,865341,"NEBRASKA",31,2020,"January","High Wind","Z",51,"SAUNDERS","OAX","18-JAN-20 04:15:00","CST-6","18-JAN-20 04:15:00","0","0","0","0",,,"Utility Company","50.00","EG",,,,,,,,,,,,,,,,,,,,"A strong arctic front moving through the region created wind gusts from 40 to 60 mph.","OPPD estimated that 22 customers were without power between Mead and Yutan. Winds of 40 to 60 across the area.","CSV"
202001,18,330,202001,18,330,144150,865340,"NEBRASKA",31,2020,"January","High Wind","Z",34,"BURT","OAX","18-JAN-20 03:30:00","CST-6","18-JAN-20 03:30:00","0","0","0","0",,,"ASOS","51.00","MG",,,,,,,,,,,,,,,,,,,,"A strong arctic front moving through the region created wind gusts from 40 to 60 mph.","The ASOS at Tekamah airport measured a 59 mph wind gust.","CSV"
202001,18,226,202001,18,226,144150,865343,"NEBRASKA",31,2020,"January","High Wind","Z",66,"LANCASTER","OAX","18-JAN-20 02:26:00","CST-6","18-JAN-20 02:26:00","0","0","0","0",,,"ASOS","52.00","MG",,,,,,,,,,,,,,,,,,,,"A strong arctic front moving through the region created wind gusts from 40 to 60 mph.","The ASOS at the Lincoln airport measured a 60 mph wind gust.","CSV"
202001,18,430,202001,18,1730,144126,865378,"MINNESOTA",27,2020,"January","Blizzard","Z",54,"LAC QUI PARLE","MPX","18-JAN-20 04:30:00","CST-6","18-JAN-20 17:30:00","0","0","0","0","0.00K","0.00K","Mesonet",,,,,,,,,,,,,,,,,,,,,,"A large storm system, which produced heavy snow during the onset, switched over to freezing drizzle, then back to light snow before transitioning to blowing snow and blizzard conditions. The storm started Friday morning, January 17th with a surge of initial deep moisture advecting northward across the Upper Midwest. A dry layer at mid-levels kept the snowfall across southwest, and south central Minnesota before this layer saturated by noon. There was a 3 to 5 hour period of heavy snowfall that produced snowfall rates of 1 inch per hour. A few areas in southwest Minnesota had already received 4 to 6 inches of snow before noon. This area of snow moved northeast and caused heavy snow bands across east central and central Minnesota, as well as west central Wisconsin by the afternoon. As quickly as the snow started, it ended by the late afternoon, and early evening as a dry slot at mid-levels cutoff any ice crystal producing clouds. This dry slot, and the accompany freezing drizzle once the snow ended, caused a layer of ice to form on the snow that fell earlier.||By sunrise, ice crystal producing clouds spread across the Upper Midwest as the main upper storm moved across the area. Periods of light snow fell across the region, but most of the accumulating snowfall had ended. The cold front moved across Minnesota, and into western Wisconsin by noon. Temperatures fell 10 to 20 degrees behind this front along with strong gusty winds developing. These winds created significant blowing and drifting snow in western Wisconsin, especially in open country. The winds slowly abated during the evening, but blowing snow continued.||A strong arctic cold front moved across Minnesota from before sunrise in the far west, to eastern Minnesota by late morning. The front was accompany by light to moderate snow which produced whiteout conditions for an hour.","Several wind sensors, web cams, and trained observers, indicated that significant blowing snow started with the arrival of the cold frontal passage. By mid-morning, wind speeds increased to 30 to 40 mph, with gusts up to 45 mph. Although wind speeds increased before sunrise, surface visibility did not drop to less than 1 mile under late morning. However, whiteout conditions were observed in parts of the county, during the afternoon.","CSV"
202001,18,500,202001,18,1730,144126,865387,"MINNESOTA",27,2020,"January","Blizzard","Z",55,"SWIFT","MPX","18-JAN-20 05:00:00","CST-6","18-JAN-20 17:30:00","0","0","0","0","0.00K","0.00K","Department of Highways",,,,,,,,,,,,,,,,,,,,,,"A large storm system, which produced heavy snow during the onset, switched over to freezing drizzle, then back to light snow before transitioning to blowing snow and blizzard conditions. The storm started Friday morning, January 17th with a surge of initial deep moisture advecting northward across the Upper Midwest. A dry layer at mid-levels kept the snowfall across southwest, and south central Minnesota before this layer saturated by noon. There was a 3 to 5 hour period of heavy snowfall that produced snowfall rates of 1 inch per hour. A few areas in southwest Minnesota had already received 4 to 6 inches of snow before noon. This area of snow moved northeast and caused heavy snow bands across east central and central Minnesota, as well as west central Wisconsin by the afternoon. As quickly as the snow started, it ended by the late afternoon, and early evening as a dry slot at mid-levels cutoff any ice crystal producing clouds. This dry slot, and the accompany freezing drizzle once the snow ended, caused a layer of ice to form on the snow that fell earlier.||By sunrise, ice crystal producing clouds spread across the Upper Midwest as the main upper storm moved across the area. Periods of light snow fell across the region, but most of the accumulating snowfall had ended. The cold front moved across Minnesota, and into western Wisconsin by noon. Temperatures fell 10 to 20 degrees behind this front along with strong gusty winds developing. These winds created significant blowing and drifting snow in western Wisconsin, especially in open country. The winds slowly abated during the evening, but blowing snow continued.||A strong arctic cold front moved across Minnesota from before sunrise in the far west, to eastern Minnesota by late morning. The front was accompany by light to moderate snow which produced whiteout conditions for an hour.","Several wind sensors, web cams, and trained observers, indicated that significant blowing snow started with the arrival of the cold frontal passage. By mid-morning, wind speeds increased to 25 to 40 mph, with gusts up to 45 mph. Although wind speeds increased before sunrise, surface visibility did not drop consistently to less than 1 mile under late morning. However, whiteout conditions were observed in parts of the county, during the afternoon.","CSV"
