# ---------------------------------- WARNING ----------------------------------------,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,
# for any damages resulting from its use.,,,,,
#,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,
#,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,
#,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,
# retrieved: 2020-04-23 00:15:20 EDT       (nadww02),,,,,
#,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,
"#    USGS 14105700 COLUMBIA RIVER AT THE DALLES, OR",,,,,
# -----------------------------------------------------------------------------------,,,,,
#,,,,,
# Data provided for site 14105700,,,,,
#            TS   parameter     Description,,,,,
"#        116752       72255     Mean water velocity for discharge computation, feet per second",,,,,
#,,,,,
# Data-value qualification codes included in this output:,,,,,
#     P  Provisional data subject to revision.,,,,,
# ,,,,,
agency_cd,site_no,datetime,tz_cd,116752_72255,116752_72255_cd
USGS,14105700,1/25/2020 21:10,PST,1.51,P
USGS,14105700,1/25/2020 21:15,PST,1.99,P
USGS,14105700,1/25/2020 21:20,PST,1.84,P
USGS,14105700,1/25/2020 21:25,PST,1.99,P
USGS,14105700,1/25/2020 21:30,PST,1.88,P
USGS,14105700,1/25/2020 21:35,PST,1.83,P
USGS,14105700,1/25/2020 21:40,PST,1.83,P
USGS,14105700,1/25/2020 21:45,PST,1.91,P
USGS,14105700,1/25/2020 21:50,PST,1.99,P
USGS,14105700,1/25/2020 21:55,PST,1.99,P
USGS,14105700,1/25/2020 22:00,PST,1.88,P
USGS,14105700,1/25/2020 22:05,PST,1.91,P
USGS,14105700,1/25/2020 22:10,PST,1.98,P
USGS,14105700,1/25/2020 22:15,PST,1.88,P
USGS,14105700,1/25/2020 22:20,PST,1.93,P
USGS,14105700,1/25/2020 22:25,PST,1.83,P
USGS,14105700,1/25/2020 22:30,PST,1.83,P
USGS,14105700,1/25/2020 22:35,PST,1.73,P
USGS,14105700,1/25/2020 22:40,PST,1.8,P
USGS,14105700,1/25/2020 22:45,PST,1.69,P
USGS,14105700,1/25/2020 22:50,PST,1.84,P
USGS,14105700,1/25/2020 22:55,PST,1.98,P
USGS,14105700,1/25/2020 23:00,PST,1.62,P
USGS,14105700,1/25/2020 23:05,PST,1.82,P
USGS,14105700,1/25/2020 23:10,PST,1.71,P
USGS,14105700,1/25/2020 23:15,PST,1.89,P
USGS,14105700,1/25/2020 23:20,PST,1.88,P
USGS,14105700,1/25/2020 23:25,PST,1.68,P
USGS,14105700,1/25/2020 23:30,PST,1.69,P
USGS,14105700,1/25/2020 23:35,PST,1.75,P
USGS,14105700,1/25/2020 23:40,PST,1.75,P
USGS,14105700,1/25/2020 23:45,PST,1.67,P
USGS,14105700,1/25/2020 23:50,PST,1.78,P
USGS,14105700,1/25/2020 23:55,PST,1.75,P
USGS,14105700,1/26/2020 0:00,PST,1.7,P
USGS,14105700,1/26/2020 0:05,PST,1.57,P
USGS,14105700,1/26/2020 0:10,PST,1.64,P
USGS,14105700,1/26/2020 0:15,PST,1.54,P
USGS,14105700,1/26/2020 0:20,PST,1.48,P
USGS,14105700,1/26/2020 0:25,PST,1.43,P
USGS,14105700,1/26/2020 0:30,PST,1.31,P
USGS,14105700,1/26/2020 0:35,PST,1.33,P
USGS,14105700,1/26/2020 0:40,PST,1.29,P
USGS,14105700,1/26/2020 0:45,PST,1.24,P
USGS,14105700,1/26/2020 0:50,PST,1.36,P
USGS,14105700,1/26/2020 0:55,PST,1.34,P
USGS,14105700,1/26/2020 1:00,PST,1.24,P
USGS,14105700,1/26/2020 1:05,PST,1.34,P
USGS,14105700,1/26/2020 1:10,PST,1.35,P
USGS,14105700,1/26/2020 1:15,PST,1.29,P
USGS,14105700,1/26/2020 1:20,PST,1.37,P
USGS,14105700,1/26/2020 1:25,PST,1.37,P
USGS,14105700,1/26/2020 1:30,PST,1.33,P
USGS,14105700,1/26/2020 1:35,PST,1.42,P
USGS,14105700,1/26/2020 1:40,PST,1.38,P
USGS,14105700,1/26/2020 1:45,PST,1.18,P
USGS,14105700,1/26/2020 1:50,PST,1.17,P
USGS,14105700,1/26/2020 1:55,PST,1.31,P
USGS,14105700,1/26/2020 2:00,PST,1.3,P
USGS,14105700,1/26/2020 2:05,PST,1.38,P
USGS,14105700,1/26/2020 2:10,PST,1.41,P
USGS,14105700,1/26/2020 2:15,PST,1.28,P
USGS,14105700,1/26/2020 2:20,PST,1.34,P
USGS,14105700,1/26/2020 2:25,PST,1.3,P
USGS,14105700,1/26/2020 2:30,PST,1.35,P
USGS,14105700,1/26/2020 2:35,PST,1.2,P
USGS,14105700,1/26/2020 2:40,PST,1.17,P
USGS,14105700,1/26/2020 2:45,PST,1.15,P
USGS,14105700,1/26/2020 2:50,PST,1.21,P
USGS,14105700,1/26/2020 2:55,PST,1.3,P
USGS,14105700,1/26/2020 3:00,PST,1.25,P
USGS,14105700,1/26/2020 3:05,PST,1.3,P
USGS,14105700,1/26/2020 3:10,PST,1.35,P
USGS,14105700,1/26/2020 3:15,PST,1.37,P
USGS,14105700,1/26/2020 3:20,PST,1.36,P
USGS,14105700,1/26/2020 3:25,PST,1.31,P
USGS,14105700,1/26/2020 3:30,PST,1.32,P
USGS,14105700,1/26/2020 3:35,PST,1.46,P
USGS,14105700,1/26/2020 3:40,PST,1.38,P
USGS,14105700,1/26/2020 3:45,PST,1.43,P
USGS,14105700,1/26/2020 3:50,PST,1.39,P
USGS,14105700,1/26/2020 3:55,PST,1.41,P
USGS,14105700,1/26/2020 4:00,PST,1.46,P
USGS,14105700,1/26/2020 4:05,PST,1.53,P
USGS,14105700,1/26/2020 4:10,PST,1.51,P
USGS,14105700,1/26/2020 4:15,PST,1.47,P
USGS,14105700,1/26/2020 4:20,PST,1.32,P
USGS,14105700,1/26/2020 4:25,PST,1.38,P
USGS,14105700,1/26/2020 4:30,PST,1.36,P
USGS,14105700,1/26/2020 4:35,PST,1.41,P
USGS,14105700,1/26/2020 4:40,PST,1.42,P
USGS,14105700,1/26/2020 4:45,PST,1.52,P
USGS,14105700,1/26/2020 4:50,PST,1.47,P
USGS,14105700,1/26/2020 4:55,PST,1.32,P
USGS,14105700,1/26/2020 5:00,PST,1.37,P
USGS,14105700,1/26/2020 5:05,PST,1.42,P
USGS,14105700,1/26/2020 5:10,PST,1.33,P
USGS,14105700,1/26/2020 5:15,PST,1.35,P
USGS,14105700,1/26/2020 5:20,PST,1.37,P
USGS,14105700,1/26/2020 5:25,PST,1.35,P
USGS,14105700,1/26/2020 5:30,PST,1.44,P
USGS,14105700,1/26/2020 5:35,PST,1.4,P
USGS,14105700,1/26/2020 5:40,PST,1.32,P
USGS,14105700,1/26/2020 5:45,PST,1.42,P
USGS,14105700,1/26/2020 5:50,PST,1.49,P
USGS,14105700,1/26/2020 5:55,PST,1.44,P
USGS,14105700,1/26/2020 6:00,PST,1.43,P
USGS,14105700,1/26/2020 6:05,PST,1.39,P
USGS,14105700,1/26/2020 6:10,PST,1.46,P
USGS,14105700,1/26/2020 6:15,PST,1.45,P
USGS,14105700,1/26/2020 6:20,PST,1.48,P
USGS,14105700,1/26/2020 6:25,PST,1.42,P
USGS,14105700,1/26/2020 6:30,PST,1.49,P
USGS,14105700,1/26/2020 6:35,PST,1.45,P
USGS,14105700,1/26/2020 6:40,PST,1.46,P
USGS,14105700,1/26/2020 6:45,PST,1.53,P
USGS,14105700,1/26/2020 6:50,PST,1.54,P
USGS,14105700,1/26/2020 6:55,PST,1.2,P
USGS,14105700,1/26/2020 7:00,PST,1.51,P
USGS,14105700,1/26/2020 7:05,PST,1.56,P
USGS,14105700,1/26/2020 7:10,PST,1.38,P
USGS,14105700,1/26/2020 7:15,PST,1.47,P
USGS,14105700,1/26/2020 7:20,PST,1.56,P
USGS,14105700,1/26/2020 7:25,PST,1.53,P
USGS,14105700,1/26/2020 7:30,PST,1.47,P
USGS,14105700,1/26/2020 7:35,PST,1.44,P
USGS,14105700,1/26/2020 7:40,PST,1.46,P
USGS,14105700,1/26/2020 7:45,PST,1.54,P
USGS,14105700,1/26/2020 7:50,PST,1.56,P
USGS,14105700,1/26/2020 7:55,PST,1.53,P
USGS,14105700,1/26/2020 8:00,PST,1.46,P
USGS,14105700,1/26/2020 8:05,PST,1.51,P
USGS,14105700,1/26/2020 8:10,PST,1.29,P
USGS,14105700,1/26/2020 8:15,PST,1.51,P
USGS,14105700,1/26/2020 8:20,PST,1.37,P
USGS,14105700,1/26/2020 8:25,PST,1.62,P
USGS,14105700,1/26/2020 8:30,PST,1.5,P
USGS,14105700,1/26/2020 8:35,PST,1.51,P
USGS,14105700,1/26/2020 8:40,PST,1.56,P
USGS,14105700,1/26/2020 8:45,PST,1.56,P
USGS,14105700,1/26/2020 8:50,PST,1.47,P
USGS,14105700,1/26/2020 8:55,PST,1.47,P
USGS,14105700,1/26/2020 9:00,PST,1.46,P
USGS,14105700,1/26/2020 9:05,PST,1.61,P
USGS,14105700,1/26/2020 9:10,PST,1.55,P
USGS,14105700,1/26/2020 9:15,PST,1.51,P
USGS,14105700,1/26/2020 9:20,PST,1.44,P
USGS,14105700,1/26/2020 9:25,PST,1.36,P
USGS,14105700,1/26/2020 9:30,PST,1.38,P
USGS,14105700,1/26/2020 9:35,PST,1.41,P
USGS,14105700,1/26/2020 9:40,PST,1.43,P
USGS,14105700,1/26/2020 9:45,PST,1.53,P
USGS,14105700,1/26/2020 9:50,PST,1.37,P
USGS,14105700,1/26/2020 9:55,PST,1.41,P
USGS,14105700,1/26/2020 10:00,PST,1.41,P
USGS,14105700,1/26/2020 10:05,PST,1.41,P
USGS,14105700,1/26/2020 10:10,PST,1.38,P
USGS,14105700,1/26/2020 10:15,PST,1.4,P
USGS,14105700,1/26/2020 10:20,PST,1.4,P
USGS,14105700,1/26/2020 10:25,PST,1.41,P
USGS,14105700,1/26/2020 10:30,PST,1.46,P
USGS,14105700,1/26/2020 10:35,PST,1.32,P
USGS,14105700,1/26/2020 10:40,PST,1.54,P
USGS,14105700,1/26/2020 10:45,PST,1.45,P
USGS,14105700,1/26/2020 10:50,PST,1.33,P
USGS,14105700,1/26/2020 10:55,PST,1.31,P
USGS,14105700,1/26/2020 11:00,PST,1.43,P
USGS,14105700,1/26/2020 11:05,PST,1.42,P
USGS,14105700,1/26/2020 11:10,PST,1.41,P
USGS,14105700,1/26/2020 11:15,PST,1.51,P
USGS,14105700,1/26/2020 11:20,PST,1.39,P
USGS,14105700,1/26/2020 11:25,PST,1.44,P
USGS,14105700,1/26/2020 11:30,PST,1.31,P
USGS,14105700,1/26/2020 11:35,PST,1.33,P
USGS,14105700,1/26/2020 11:40,PST,1.41,P
USGS,14105700,1/26/2020 11:45,PST,1.3,P
USGS,14105700,1/26/2020 11:50,PST,1.46,P
USGS,14105700,1/26/2020 11:55,PST,1.45,P
USGS,14105700,1/26/2020 12:00,PST,1.33,P
USGS,14105700,1/26/2020 12:05,PST,1.41,P
USGS,14105700,1/26/2020 12:10,PST,1.3,P
USGS,14105700,1/26/2020 12:15,PST,1.23,P
USGS,14105700,1/26/2020 12:20,PST,1.34,P
USGS,14105700,1/26/2020 12:25,PST,1.36,P
USGS,14105700,1/26/2020 12:30,PST,1.39,P
USGS,14105700,1/26/2020 12:35,PST,1.38,P
USGS,14105700,1/26/2020 12:40,PST,1.31,P
USGS,14105700,1/26/2020 12:45,PST,1.37,P
USGS,14105700,1/26/2020 12:50,PST,1.42,P
USGS,14105700,1/26/2020 12:55,PST,1.35,P
USGS,14105700,1/26/2020 13:00,PST,1.3,P
USGS,14105700,1/26/2020 13:05,PST,1.29,P
USGS,14105700,1/26/2020 13:10,PST,1.44,P
USGS,14105700,1/26/2020 13:15,PST,1.46,P
USGS,14105700,1/26/2020 13:20,PST,1.48,P
USGS,14105700,1/26/2020 13:25,PST,1.4,P
USGS,14105700,1/26/2020 13:30,PST,1.4,P
USGS,14105700,1/26/2020 13:35,PST,1.39,P
USGS,14105700,1/26/2020 13:40,PST,1.38,P
USGS,14105700,1/26/2020 13:45,PST,1.41,P
USGS,14105700,1/26/2020 13:50,PST,1.45,P
USGS,14105700,1/26/2020 13:55,PST,1.43,P
USGS,14105700,1/26/2020 14:00,PST,1.41,P
USGS,14105700,1/26/2020 14:05,PST,1.46,P
USGS,14105700,1/26/2020 14:10,PST,1.31,P
USGS,14105700,1/26/2020 14:15,PST,1.38,P
USGS,14105700,1/26/2020 14:20,PST,1.43,P
USGS,14105700,1/26/2020 14:25,PST,1.47,P
USGS,14105700,1/26/2020 14:30,PST,1.39,P
USGS,14105700,1/26/2020 14:35,PST,1.41,P
USGS,14105700,1/26/2020 14:40,PST,1.49,P
USGS,14105700,1/26/2020 14:45,PST,1.42,P
USGS,14105700,1/26/2020 14:50,PST,1.41,P
USGS,14105700,1/26/2020 14:55,PST,1.49,P
USGS,14105700,1/26/2020 15:00,PST,1.43,P
USGS,14105700,1/26/2020 15:05,PST,1.42,P
USGS,14105700,1/26/2020 15:10,PST,1.47,P
USGS,14105700,1/26/2020 15:15,PST,1.52,P
USGS,14105700,1/26/2020 15:20,PST,1.59,P
USGS,14105700,1/26/2020 15:25,PST,1.52,P
USGS,14105700,1/26/2020 15:30,PST,1.62,P
USGS,14105700,1/26/2020 15:35,PST,1.66,P
USGS,14105700,1/26/2020 15:40,PST,1.62,P
USGS,14105700,1/26/2020 15:45,PST,1.61,P
USGS,14105700,1/26/2020 15:50,PST,1.56,P
USGS,14105700,1/26/2020 15:55,PST,1.52,P
USGS,14105700,1/26/2020 16:00,PST,1.56,P
USGS,14105700,1/26/2020 16:05,PST,1.6,P
USGS,14105700,1/26/2020 16:10,PST,1.66,P
USGS,14105700,1/26/2020 16:15,PST,1.61,P
USGS,14105700,1/26/2020 16:20,PST,1.63,P
USGS,14105700,1/26/2020 16:25,PST,1.49,P
USGS,14105700,1/26/2020 16:30,PST,1.83,P
USGS,14105700,1/26/2020 16:35,PST,1.53,P
USGS,14105700,1/26/2020 16:40,PST,1.8,P
USGS,14105700,1/26/2020 16:45,PST,1.81,P
USGS,14105700,1/26/2020 16:50,PST,1.83,P
USGS,14105700,1/26/2020 16:55,PST,1.79,P
USGS,14105700,1/26/2020 17:00,PST,1.8,P
USGS,14105700,1/26/2020 17:05,PST,1.79,P
USGS,14105700,1/26/2020 17:10,PST,1.73,P
USGS,14105700,1/26/2020 17:15,PST,1.72,P
USGS,14105700,1/26/2020 17:20,PST,1.64,P
USGS,14105700,1/26/2020 17:25,PST,1.69,P
USGS,14105700,1/26/2020 17:30,PST,1.76,P
USGS,14105700,1/26/2020 17:35,PST,1.61,P
USGS,14105700,1/26/2020 17:40,PST,1.68,P
USGS,14105700,1/26/2020 17:45,PST,1.8,P
USGS,14105700,1/26/2020 17:50,PST,1.82,P
USGS,14105700,1/26/2020 17:55,PST,1.68,P
USGS,14105700,1/26/2020 18:00,PST,1.74,P
USGS,14105700,1/26/2020 18:05,PST,1.78,P
USGS,14105700,1/26/2020 18:10,PST,1.88,P
USGS,14105700,1/26/2020 18:15,PST,1.68,P
USGS,14105700,1/26/2020 18:20,PST,1.77,P
USGS,14105700,1/26/2020 18:25,PST,1.72,P
USGS,14105700,1/26/2020 18:30,PST,1.77,P
USGS,14105700,1/26/2020 18:35,PST,1.76,P
USGS,14105700,1/26/2020 18:40,PST,1.65,P
USGS,14105700,1/26/2020 18:45,PST,1.75,P
USGS,14105700,1/26/2020 18:50,PST,1.68,P
USGS,14105700,1/26/2020 18:55,PST,1.72,P
USGS,14105700,1/26/2020 19:00,PST,1.56,P
USGS,14105700,1/26/2020 19:05,PST,1.44,P
USGS,14105700,1/26/2020 19:10,PST,1.75,P
USGS,14105700,1/26/2020 19:15,PST,1.71,P
USGS,14105700,1/26/2020 19:20,PST,1.69,P
USGS,14105700,1/26/2020 19:25,PST,1.83,P
USGS,14105700,1/26/2020 19:30,PST,1.83,P
USGS,14105700,1/26/2020 19:35,PST,1.73,P
USGS,14105700,1/26/2020 19:40,PST,1.81,P
USGS,14105700,1/26/2020 19:45,PST,1.74,P
USGS,14105700,1/26/2020 19:50,PST,1.61,P
USGS,14105700,1/26/2020 19:55,PST,1.67,P
USGS,14105700,1/26/2020 20:00,PST,1.67,P
USGS,14105700,1/26/2020 20:05,PST,1.9,P
USGS,14105700,1/26/2020 20:10,PST,1.81,P
USGS,14105700,1/26/2020 20:15,PST,1.85,P
USGS,14105700,1/26/2020 20:20,PST,1.79,P
USGS,14105700,1/26/2020 20:25,PST,1.74,P
USGS,14105700,1/26/2020 20:30,PST,1.7,P
USGS,14105700,1/26/2020 20:35,PST,1.77,P
USGS,14105700,1/26/2020 20:40,PST,1.81,P
USGS,14105700,1/26/2020 20:45,PST,1.54,P
USGS,14105700,1/26/2020 20:50,PST,1.63,P
USGS,14105700,1/26/2020 20:55,PST,1.56,P
USGS,14105700,1/26/2020 21:00,PST,1.59,P
USGS,14105700,1/26/2020 21:05,PST,1.69,P
USGS,14105700,1/26/2020 21:10,PST,1.75,P
USGS,14105700,1/26/2020 21:15,PST,1.76,P
USGS,14105700,1/26/2020 21:20,PST,1.75,P
USGS,14105700,1/26/2020 21:25,PST,1.56,P
USGS,14105700,1/26/2020 21:30,PST,1.68,P
USGS,14105700,1/26/2020 21:35,PST,1.67,P
USGS,14105700,1/26/2020 21:40,PST,1.75,P
USGS,14105700,1/26/2020 21:45,PST,1.66,P
USGS,14105700,1/26/2020 21:50,PST,1.5,P
USGS,14105700,1/26/2020 21:55,PST,1.53,P
USGS,14105700,1/26/2020 22:00,PST,1.77,P
USGS,14105700,1/26/2020 22:05,PST,1.78,P
USGS,14105700,1/26/2020 22:10,PST,1.77,P
USGS,14105700,1/26/2020 22:15,PST,1.47,P
USGS,14105700,1/26/2020 22:25,PST,1.6,P
USGS,14105700,1/26/2020 22:30,PST,1.35,P
USGS,14105700,1/26/2020 22:35,PST,1.63,P
USGS,14105700,1/26/2020 22:40,PST,1.72,P
USGS,14105700,1/26/2020 22:45,PST,1.7,P
USGS,14105700,1/26/2020 22:50,PST,1.47,P
USGS,14105700,1/26/2020 22:55,PST,1.66,P
USGS,14105700,1/26/2020 23:00,PST,1.72,P
USGS,14105700,1/26/2020 23:05,PST,1.71,P
USGS,14105700,1/26/2020 23:10,PST,1.64,P
USGS,14105700,1/26/2020 23:15,PST,1.37,P
USGS,14105700,1/26/2020 23:20,PST,1.45,P
USGS,14105700,1/26/2020 23:25,PST,1.46,P
USGS,14105700,1/26/2020 23:30,PST,1.07,P
USGS,14105700,1/26/2020 23:35,PST,1.32,P
USGS,14105700,1/26/2020 23:40,PST,1.49,P
USGS,14105700,1/26/2020 23:45,PST,1.32,P
USGS,14105700,1/26/2020 23:50,PST,1.52,P
USGS,14105700,1/26/2020 23:55,PST,1.5,P
USGS,14105700,1/27/2020 0:00,PST,1.51,P
USGS,14105700,1/27/2020 0:05,PST,1.4,P
USGS,14105700,1/27/2020 0:10,PST,1.3,P
USGS,14105700,1/27/2020 0:15,PST,1.31,P
USGS,14105700,1/27/2020 0:20,PST,1.31,P
USGS,14105700,1/27/2020 0:25,PST,1.45,P
USGS,14105700,1/27/2020 0:30,PST,1.21,P
USGS,14105700,1/27/2020 0:35,PST,1.41,P
USGS,14105700,1/27/2020 0:40,PST,1.07,P
USGS,14105700,1/27/2020 0:45,PST,1.34,P
USGS,14105700,1/27/2020 0:50,PST,1.36,P
USGS,14105700,1/27/2020 0:55,PST,1.37,P
USGS,14105700,1/27/2020 1:00,PST,1.3,P
USGS,14105700,1/27/2020 1:05,PST,1.27,P
USGS,14105700,1/27/2020 1:10,PST,0.94,P
USGS,14105700,1/27/2020 1:15,PST,1,P
USGS,14105700,1/27/2020 1:20,PST,1.07,P
USGS,14105700,1/27/2020 1:25,PST,1.05,P
USGS,14105700,1/27/2020 1:30,PST,0.98,P
USGS,14105700,1/27/2020 1:35,PST,0.88,P
USGS,14105700,1/27/2020 1:40,PST,1.01,P
USGS,14105700,1/27/2020 1:45,PST,0.98,P
USGS,14105700,1/27/2020 1:50,PST,1.02,P
USGS,14105700,1/27/2020 1:55,PST,1.04,P
USGS,14105700,1/27/2020 2:00,PST,0.79,P
USGS,14105700,1/27/2020 2:05,PST,1.01,P
USGS,14105700,1/27/2020 2:10,PST,0.99,P
USGS,14105700,1/27/2020 2:15,PST,1.05,P
USGS,14105700,1/27/2020 2:20,PST,1,P
USGS,14105700,1/27/2020 2:25,PST,1.05,P
USGS,14105700,1/27/2020 2:30,PST,1.02,P
USGS,14105700,1/27/2020 2:35,PST,0.96,P
USGS,14105700,1/27/2020 2:40,PST,0.97,P
USGS,14105700,1/27/2020 2:45,PST,1,P
USGS,14105700,1/27/2020 2:50,PST,0.95,P
USGS,14105700,1/27/2020 2:55,PST,0.74,P
USGS,14105700,1/27/2020 3:00,PST,1.02,P
USGS,14105700,1/27/2020 3:05,PST,0.98,P
USGS,14105700,1/27/2020 3:10,PST,0.97,P
USGS,14105700,1/27/2020 3:15,PST,0.95,P
USGS,14105700,1/27/2020 3:20,PST,0.9,P
USGS,14105700,1/27/2020 3:25,PST,0.97,P
USGS,14105700,1/27/2020 3:30,PST,0.92,P
USGS,14105700,1/27/2020 3:35,PST,0.95,P
USGS,14105700,1/27/2020 3:40,PST,0.94,P
USGS,14105700,1/27/2020 3:45,PST,1.03,P
USGS,14105700,1/27/2020 3:50,PST,1.06,P
USGS,14105700,1/27/2020 3:55,PST,1.01,P
USGS,14105700,1/27/2020 4:00,PST,1.03,P
USGS,14105700,1/27/2020 4:05,PST,1,P
USGS,14105700,1/27/2020 4:10,PST,0.99,P
USGS,14105700,1/27/2020 4:15,PST,0.97,P
USGS,14105700,1/27/2020 4:20,PST,0.9,P
USGS,14105700,1/27/2020 4:25,PST,0.98,P
USGS,14105700,1/27/2020 4:30,PST,0.95,P
USGS,14105700,1/27/2020 4:35,PST,0.9,P
USGS,14105700,1/27/2020 4:40,PST,0.96,P
USGS,14105700,1/27/2020 4:45,PST,0.98,P
USGS,14105700,1/27/2020 4:50,PST,0.99,P
USGS,14105700,1/27/2020 4:55,PST,1.07,P
USGS,14105700,1/27/2020 5:00,PST,1.1,P
USGS,14105700,1/27/2020 5:05,PST,1.17,P
USGS,14105700,1/27/2020 5:10,PST,1.15,P
USGS,14105700,1/27/2020 5:15,PST,1.19,P
USGS,14105700,1/27/2020 5:20,PST,1.2,P
USGS,14105700,1/27/2020 5:25,PST,1.22,P
USGS,14105700,1/27/2020 5:30,PST,1.27,P
USGS,14105700,1/27/2020 5:35,PST,1.3,P
USGS,14105700,1/27/2020 5:40,PST,1.35,P
USGS,14105700,1/27/2020 5:45,PST,1.33,P
USGS,14105700,1/27/2020 5:50,PST,1.37,P
USGS,14105700,1/27/2020 5:55,PST,1.36,P
USGS,14105700,1/27/2020 6:00,PST,1.3,P
USGS,14105700,1/27/2020 6:05,PST,1.3,P
USGS,14105700,1/27/2020 6:10,PST,1.27,P
USGS,14105700,1/27/2020 6:15,PST,1.3,P
USGS,14105700,1/27/2020 6:20,PST,1.37,P
USGS,14105700,1/27/2020 6:25,PST,1.4,P
USGS,14105700,1/27/2020 6:30,PST,1.45,P
USGS,14105700,1/27/2020 6:35,PST,1.46,P
USGS,14105700,1/27/2020 6:40,PST,1.44,P
USGS,14105700,1/27/2020 6:45,PST,1.45,P
USGS,14105700,1/27/2020 6:50,PST,1.46,P
USGS,14105700,1/27/2020 6:55,PST,1.55,P
USGS,14105700,1/27/2020 7:00,PST,1.4,P
USGS,14105700,1/27/2020 7:05,PST,1.46,P
USGS,14105700,1/27/2020 7:10,PST,1.58,P
USGS,14105700,1/27/2020 7:15,PST,1.72,P
USGS,14105700,1/27/2020 7:20,PST,1.74,P
USGS,14105700,1/27/2020 7:25,PST,1.91,P
USGS,14105700,1/27/2020 7:30,PST,1.66,P
USGS,14105700,1/27/2020 7:35,PST,1.99,P
USGS,14105700,1/27/2020 7:40,PST,1.91,P
USGS,14105700,1/27/2020 7:45,PST,1.77,P
USGS,14105700,1/27/2020 7:50,PST,1.86,P
USGS,14105700,1/27/2020 7:55,PST,1.94,P
USGS,14105700,1/27/2020 8:00,PST,1.93,P
USGS,14105700,1/27/2020 8:05,PST,1.9,P
USGS,14105700,1/27/2020 8:10,PST,1.77,P
USGS,14105700,1/27/2020 8:15,PST,1.81,P
USGS,14105700,1/27/2020 8:20,PST,2,P
USGS,14105700,1/27/2020 8:25,PST,1.87,P
USGS,14105700,1/27/2020 8:30,PST,1.78,P
USGS,14105700,1/27/2020 8:35,PST,1.94,P
USGS,14105700,1/27/2020 8:40,PST,1.89,P
USGS,14105700,1/27/2020 8:45,PST,1.82,P
USGS,14105700,1/27/2020 8:50,PST,1.71,P
USGS,14105700,1/27/2020 8:55,PST,1.88,P
USGS,14105700,1/27/2020 9:00,PST,2.04,P
USGS,14105700,1/27/2020 9:05,PST,2.01,P
USGS,14105700,1/27/2020 9:10,PST,1.99,P
USGS,14105700,1/27/2020 9:15,PST,1.89,P
USGS,14105700,1/27/2020 9:20,PST,1.83,P
USGS,14105700,1/27/2020 9:25,PST,1.94,P
USGS,14105700,1/27/2020 9:30,PST,1.94,P
USGS,14105700,1/27/2020 9:35,PST,1.94,P
USGS,14105700,1/27/2020 9:40,PST,1.94,P
USGS,14105700,1/27/2020 9:45,PST,1.83,P
USGS,14105700,1/27/2020 9:50,PST,1.86,P
USGS,14105700,1/27/2020 9:55,PST,1.88,P
USGS,14105700,1/27/2020 10:00,PST,1.83,P
USGS,14105700,1/27/2020 10:05,PST,1.93,P
USGS,14105700,1/27/2020 10:10,PST,1.91,P
USGS,14105700,1/27/2020 10:15,PST,1.86,P
USGS,14105700,1/27/2020 10:20,PST,1.67,P
USGS,14105700,1/27/2020 10:25,PST,1.66,P
USGS,14105700,1/27/2020 10:30,PST,1.57,P
USGS,14105700,1/27/2020 10:35,PST,1.43,P
USGS,14105700,1/27/2020 10:40,PST,1.56,P
USGS,14105700,1/27/2020 10:45,PST,1.72,P
USGS,14105700,1/27/2020 10:50,PST,1.73,P
USGS,14105700,1/27/2020 10:55,PST,1.64,P
USGS,14105700,1/27/2020 11:00,PST,1.63,P
USGS,14105700,1/27/2020 11:05,PST,1.72,P
USGS,14105700,1/27/2020 11:10,PST,1.74,P
USGS,14105700,1/27/2020 11:15,PST,1.7,P
USGS,14105700,1/27/2020 11:20,PST,1.74,P
USGS,14105700,1/27/2020 11:25,PST,1.68,P
USGS,14105700,1/27/2020 11:30,PST,1.8,P
USGS,14105700,1/27/2020 11:35,PST,1.63,P
USGS,14105700,1/27/2020 11:40,PST,1.73,P
USGS,14105700,1/27/2020 11:45,PST,1.47,P
USGS,14105700,1/27/2020 11:50,PST,1.67,P
USGS,14105700,1/27/2020 11:55,PST,1.72,P
USGS,14105700,1/27/2020 12:00,PST,1.69,P
USGS,14105700,1/27/2020 12:05,PST,1.68,P
USGS,14105700,1/27/2020 12:10,PST,1.62,P
USGS,14105700,1/27/2020 12:15,PST,1.41,P
USGS,14105700,1/27/2020 12:20,PST,1.73,P
USGS,14105700,1/27/2020 12:25,PST,1.69,P
USGS,14105700,1/27/2020 12:30,PST,1.59,P
USGS,14105700,1/27/2020 12:35,PST,1.61,P
USGS,14105700,1/27/2020 12:40,PST,1.2,P
USGS,14105700,1/27/2020 12:45,PST,1.51,P
USGS,14105700,1/27/2020 12:50,PST,1.63,P
USGS,14105700,1/27/2020 12:55,PST,1.72,P
