# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-04-21 16:49:18 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14246900 COLUMBIA RIVER AT PORT WESTWARD, NEAR QUINCY, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14246900
#            TS   parameter     statistic     Description
#        114427       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        114428       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        114429       00010     00003     Temperature, water, degrees Celsius (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	114427_00010_00001	114427_00010_00001_cd	114428_00010_00002	114428_00010_00002_cd	114429_00010_00003	114429_00010_00003_cd
USGS	14246900	1995-06-15	15.9	A	15.5	A	15.8	A
USGS	14246900	1995-06-16	16.1	A	15.8	A	15.8	A
USGS	14246900	1995-06-17	15.8	A	15.3	A	15.7	A
USGS	14246900	1995-06-18	15.8	A	15.2	A	15.5	A
USGS	14246900	1995-06-19	16.1	A	15.5	A	15.8	A
USGS	14246900	1995-06-20	16.1	A	15.8	A	16.1	A
USGS	14246900	1995-06-21	16.1	A	15.5	A	15.6	A
USGS	14246900	1995-06-22	15.8	A	15.3	A	15.5	A
USGS	14246900	1995-06-23	16.1	A	15.5	A	15.8	A
USGS	14246900	1995-06-24	16.4	A	16.1	A	16.2	A
USGS	14246900	1995-06-25	17.0	A	16.1	A	16.4	A
USGS	14246900	1995-06-26	17.2	A	16.4	A	16.8	A
USGS	14246900	1995-06-27	17.6	A	16.9	A	17.3	A
USGS	14246900	1995-06-28	18.2	A	17.5	A	17.7	A
USGS	14246900	1995-06-29	18.5	A	17.8	A	18.1	A
USGS	14246900	1995-06-30	18.5	A	18.2	A	18.5	A
USGS	14246900	1995-07-01	18.8	A	18.5	A	18.5	A
USGS	14246900	1995-07-02	18.8	A	18.8	A	18.8	A
USGS	14246900	1995-07-03	18.8	A	18.8	A	18.8	A
USGS	14246900	1995-07-04	18.8	A	18.5	A	18.6	A
USGS	14246900	1995-07-05	18.8	A	18.5	A	18.7	A
USGS	14246900	1995-07-06	18.8	A	18.5	A	18.7	A
USGS	14246900	1995-07-07	18.8	A	18.5	A	18.6	A
USGS	14246900	1995-07-08	19.1	A	18.5	A	18.7	A
USGS	14246900	1995-07-09	19.1	A	18.8	A	19.1	A
USGS	14246900	1995-07-10	19.4	A	19.1	A	19.2	A
USGS	14246900	1995-07-11	19.4	A	18.5	A	19.2	A
USGS	14246900	1995-07-12	19.4	A	19.1	A	19.4	A
USGS	14246900	1995-07-13	19.4	A	19.4	A	19.4	A
USGS	14246900	1995-07-14	19.4	A	19.4	A	19.4	A
USGS	14246900	1995-07-15	19.8	A	19.4	A	19.4	A
USGS	14246900	1995-07-16	19.8	A	19.4	A	19.5	A
USGS	14246900	1995-07-17	20.8	A	19.4	A	20.0	A
USGS	14246900	1995-07-18	21.2	A	20.4	A	20.8	A
USGS	14246900	1995-07-19	21.5	A	21.1	A	21.2	A
USGS	14246900	1995-07-20	21.5	A	21.1	A	21.2	A
USGS	14246900	1995-07-21	21.5	A	21.1	A	21.5	A
USGS	14246900	1995-07-22	21.5	A	21.5	A	21.5	A
USGS	14246900	1995-07-23	21.5	A	21.1	A	21.3	A
USGS	14246900	1995-07-24	21.2	A	20.8	A	21.1	A
USGS	14246900	1995-07-25	21.2	A	20.8	A	21.0	A
USGS	14246900	1995-07-26	21.1	A	20.8	A	21.1	A
USGS	14246900	1995-07-27	21.2	A	20.8	A	20.9	A
USGS	14246900	1995-07-28	21.1	A	20.8	A	20.9	A
USGS	14246900	1995-07-29	21.1	A	20.4	A	20.8	A
USGS	14246900	1995-07-30	21.2	A	20.8	A	21.1	A
USGS	14246900	1995-07-31	21.5	A	20.8	A	21.0	A
USGS	14246900	1995-08-01	21.2	A	20.8	A	20.9	A
USGS	14246900	1995-08-02	21.5	A	21.1	A	21.2	A
USGS	14246900	1995-08-03	21.5	A	21.1	A	21.3	A
USGS	14246900	1995-08-04	21.5	A	21.1	A	21.4	A
USGS	14246900	1995-08-05	21.9	A	21.5	A	21.5	A
USGS	14246900	1995-08-06	21.8	A	21.5	A	21.5	A
USGS	14246900	1995-08-07	21.5	A	21.1	A	21.4	A
USGS	14246900	1995-08-08	21.6	A	21.1	A	21.3	A
USGS	14246900	1995-08-09	21.6	A	20.9	A	21.3	A
USGS	14246900	1995-08-10	21.2	A	20.9	A	21.0	A
USGS	14246900	1995-08-11	21.2	A	20.9	A	20.9	A
USGS	14246900	1995-08-12	20.9	A	20.9	A	20.9	A
USGS	14246900	1995-08-13	20.9	A	20.2	A	20.7	A
USGS	14246900	1995-08-14	20.9	A	20.5	A	20.7	A
USGS	14246900	1995-08-15	20.9	A	20.5	A	20.8	A
USGS	14246900	1995-08-16	20.9	A	20.5	A	20.9	A
USGS	14246900	1995-08-17	20.9	A	20.5	A	20.7	A
USGS	14246900	1995-08-18	20.5	A	19.8	A	20.2	A
USGS	14246900	1995-08-19	20.5	A	19.8	A	20.1	A
USGS	14246900	1995-08-20	20.6	A	20.2	A	20.4	A
USGS	14246900	1995-08-21	20.9	A	20.5	A	20.6	A
USGS	14246900	1995-08-22	20.9	A	20.5	A	20.7	A
USGS	14246900	1995-08-23	20.9	A	20.9	A	20.9	A
USGS	14246900	1995-08-24	20.9	A	20.5	A	20.8	A
USGS	14246900	1995-08-25	20.9	A	20.5	A	20.6	A
USGS	14246900	1995-08-26	20.5	A	19.8	A	20.3	A
USGS	14246900	1995-08-27	20.2	A	20.2	A	20.2	A
USGS	14246900	1995-08-28	20.2	A	20.2	A	20.2	A
USGS	14246900	1995-08-29	20.2	A	19.9	A	20.2	A
USGS	14246900	1995-08-30	20.5	A	20.2	A	20.2	A
USGS	14246900	1995-08-31	20.5	A	19.9	A	20.2	A
USGS	14246900	1995-09-01	20.5	A	19.9	A	20.1	A
USGS	14246900	1995-09-02	20.5	A	20.5	A	20.5	A
USGS	14246900	1995-09-03	20.5	A	20.5	A	20.5	A
USGS	14246900	1995-09-04	20.9	A	20.5	A	20.6	A
USGS	14246900	1995-09-05	20.9	A	20.5	A	20.5	A
USGS	14246900	1995-09-06	20.5	A	20.5	A	20.5	A
USGS	14246900	1995-09-07	20.5	A	20.2	A	20.3	A
USGS	14246900	1995-09-08	20.2	A	20.2	A	20.2	A
USGS	14246900	1995-09-09	20.9	A	19.8	A	20.2	A
USGS	14246900	1995-09-10	20.5	A	20.2	A	20.2	A
USGS	14246900	1995-09-11	20.5	A	20.2	A	20.2	A
USGS	14246900	1995-09-12	20.6	A	20.5	A	20.5	A
USGS	14246900	1995-09-13	20.9	A	20.5	A	20.5	A
USGS	14246900	1995-09-14	20.9	A	20.5	A	20.5	A
USGS	14246900	1995-09-15	20.9	A	20.5	A	20.7	A
USGS	14246900	1995-09-16	20.9	A	20.5	A	20.9	A
USGS	14246900	1995-09-17	20.9	A	20.5	A	20.7	A
USGS	14246900	1995-09-18	20.5	A	20.2	A	20.5	A
USGS	14246900	1995-09-19	20.9	A	20.5	A	20.5	A
USGS	14246900	1995-09-20	20.6	A	20.2	A	20.5	A
USGS	14246900	1995-09-21	20.6	A	20.2	A	20.4	A
USGS	14246900	1995-09-22	20.5	A	19.8	A	20.2	A
USGS	14246900	1995-09-23	20.2	A	19.8	A	20.0	A
USGS	14246900	1995-09-24	19.8	A	19.2	A	19.6	A
USGS	14246900	1995-09-25	19.2	A	18.9	A	19.0	A
USGS	14246900	1995-09-26	18.9	A	18.9	A	18.9	A
USGS	14246900	1995-09-27	18.9	A	18.8	A	18.8	A
USGS	14246900	1995-09-28	19.1	A	18.8	A	19.1	A
USGS	14246900	1995-09-29	19.1	A	18.8	A	18.9	A
USGS	14246900	1995-09-30	19.1	A	18.4	A	18.8	A
USGS	14246900	1995-10-01	18.8	A	18.1	A	18.5	A
USGS	14246900	1995-10-02	18.9	A	18.5	A	18.6	A
USGS	14246900	1995-10-03	18.6	A	17.9	A	18.4	A
USGS	14246900	1995-10-04	18.6	A	17.9	A	18.2	A
USGS	14246900	1995-10-05	18.5	A	17.9	A	18.1	A
USGS	14246900	1995-10-06	18.2	A	17.6	A	17.9	A
USGS	14246900	1995-10-07	17.9	A	17.3	A	17.6	A
USGS	14246900	1995-10-08	17.6	A	17.0	A	17.3	A
USGS	14246900	1995-10-09	17.3	A	16.7	A	17.0	A
USGS	14246900	1995-10-10	17.3	A	16.7	A	17.0	A
USGS	14246900	1995-10-11	17.1	A	16.3	A	16.7	A
USGS	14246900	1995-10-12	16.6	A	16.0	A	16.4	A
USGS	14246900	1995-10-13	16.3	A	15.7	A	16.1	A
USGS	14246900	1995-10-14	16.0	A	15.7	A	15.8	A
USGS	14246900	1995-10-15	16.0	A	15.7	A	15.9	A
USGS	14246900	1995-10-16	16.0	A	15.7	A	16.0	A
USGS	14246900	1995-10-17	16.0	A	15.4	A	15.8	A
USGS	14246900	1995-10-18	15.5	A	15.2	A	15.3	A
USGS	14246900	1995-10-19	15.4	A	14.6	A	15.0	A
USGS	14246900	1995-10-20	15.3	A	14.8	A	15.0	A
USGS	14246900	1995-10-21	15.0	A	14.5	A	14.9	A
USGS	14246900	1995-10-22	14.5	A	14.2	A	14.3	A
USGS	14246900	1995-10-23	14.5	A	14.0	A	14.3	A
USGS	14246900	1995-10-24	14.5	A	14.0	A	14.3	A
USGS	14246900	1995-10-25	14.2	A	14.0	A	14.0	A
USGS	14246900	1995-10-26	14.3	A	13.7	A	14.1	A
USGS	14246900	1995-10-27	14.3	A	13.7	A	14.0	A
USGS	14246900	1995-10-28	14.0	A	13.5	A	13.8	A
USGS	14246900	1995-10-29	13.7	A	13.2	A	13.5	A
USGS	14246900	1995-10-30	13.5	A	12.8	A	13.1	A
USGS	14246900	1995-10-31	13.0	A	12.5	A	12.9	A
USGS	14246900	1995-11-01	12.5	A	11.8	A	12.2	A
USGS	14246900	1995-11-02	11.9	A	11.4	A	11.7	A
USGS	14246900	1995-11-03	11.4	A	10.9	A	11.1	A
USGS	14246900	1995-11-04	10.9	A	10.7	A	10.9	A
USGS	14246900	1995-11-05	11.0	A	10.7	A	10.9	A
USGS	14246900	1995-11-06	10.9	A	10.7	A	10.8	A
USGS	14246900	1995-11-07	11.2	A	10.5	A	10.7	A
USGS	14246900	1995-11-08	11.2	A	10.9	A	11.1	A
USGS	14246900	1995-11-09	11.2	A	10.9	A	11.0	A
USGS	14246900	1995-11-10	10.9	A	10.5	A	10.8	A
USGS	14246900	1995-11-11	11.0	A	10.5	A	10.7	A
USGS	14246900	1995-11-12	11.0	A	10.5	A	10.8	A
USGS	14246900	1995-11-13	11.0	A	10.7	A	10.8	A
USGS	14246900	1995-11-14	11.2	A	10.7	A	11.0	A
USGS	14246900	1995-11-15	11.2	A	11.0	A	11.1	A
USGS	14246900	1995-11-16	11.2	A	10.9	A	11.1	A
USGS	14246900	1995-11-17	11.4	A	11.0	A	11.2	A
USGS	14246900	1995-11-18	11.4	A	10.9	A	11.1	A
USGS	14246900	1995-11-19	11.2	A	10.7	A	11.0	A
USGS	14246900	1995-11-20	11.0	A	10.5	A	10.7	A
USGS	14246900	1995-11-21	10.7	A	10.3	A	10.5	A
USGS	14246900	1995-11-22	10.5	A	10.3	A	10.4	A
USGS	14246900	1995-11-23	10.7	A	10.3	A	10.4	A
USGS	14246900	1995-11-24	11.0	A	10.3	A	10.7	A
USGS	14246900	1995-11-25	11.0	A	10.5	A	10.8	A
USGS	14246900	1995-11-26	10.7	A	10.5	A	10.5	A
USGS	14246900	1995-11-27	10.5	A	10.1	A	10.2	A
USGS	14246900	1995-11-28	10.5	A	10.1	A	10.3	A
USGS	14246900	1995-11-29						
USGS	14246900	1995-11-30						
USGS	14246900	1995-12-01						
USGS	14246900	1995-12-02						
USGS	14246900	1995-12-03						
USGS	14246900	1995-12-04						
USGS	14246900	1995-12-05						
USGS	14246900	1995-12-06						
USGS	14246900	1995-12-07						
USGS	14246900	1995-12-08						
USGS	14246900	1995-12-09						
USGS	14246900	1995-12-10						
USGS	14246900	1995-12-11						
USGS	14246900	1995-12-12						
USGS	14246900	1995-12-13						
USGS	14246900	1995-12-14						
USGS	14246900	1995-12-15						
USGS	14246900	1995-12-16						
USGS	14246900	1995-12-17						
USGS	14246900	1995-12-18						
USGS	14246900	1995-12-19						
USGS	14246900	1995-12-20						
USGS	14246900	1995-12-21						
USGS	14246900	1995-12-22						
USGS	14246900	1995-12-23						
USGS	14246900	1995-12-24						
USGS	14246900	1995-12-25						
USGS	14246900	1995-12-26						
USGS	14246900	1995-12-27						
USGS	14246900	1995-12-28						
USGS	14246900	1995-12-29						
USGS	14246900	1995-12-30						
USGS	14246900	1995-12-31						
USGS	14246900	1996-01-01						
USGS	14246900	1996-01-02						
USGS	14246900	1996-01-03						
USGS	14246900	1996-01-04						
USGS	14246900	1996-01-05						
USGS	14246900	1996-01-06						
USGS	14246900	1996-01-07						
USGS	14246900	1996-01-08						
USGS	14246900	1996-01-09						
USGS	14246900	1996-01-10						
USGS	14246900	1996-01-11	6.5	A	6.4	A	6.4	A
USGS	14246900	1996-01-12	6.4	A	6.0	A	6.3	A
USGS	14246900	1996-01-13	6.2	A	6.0	A	6.0	A
USGS	14246900	1996-01-14	6.0	A	6.0	A	6.0	A
USGS	14246900	1996-01-15	6.5	A	6.0	A	6.2	A
USGS	14246900	1996-01-16	6.5	A	6.3	A	6.4	A
USGS	14246900	1996-01-17	6.3	A	6.1	A	6.2	A
USGS	14246900	1996-01-18	6.1	A	5.8	A	6.0	A
USGS	14246900	1996-01-19	5.9	A	5.7	A	5.8	A
USGS	14246900	1996-01-20	5.7	A	5.5	A	5.7	A
USGS	14246900	1996-01-21	5.9	A	5.7	A	5.7	A
USGS	14246900	1996-01-22	5.9	A	5.6	A	5.7	A
USGS	14246900	1996-01-23	5.8	A	5.6	A	5.7	A
USGS	14246900	1996-01-24	5.6	A	5.5	A	5.5	A
USGS	14246900	1996-01-25	5.5	A	5.3	A	5.5	A
USGS	14246900	1996-01-26	5.6	A	5.3	A	5.4	A
USGS	14246900	1996-01-27	5.4	A	5.2	A	5.4	A
USGS	14246900	1996-01-28	5.2	A	4.9	A	5.1	A
USGS	14246900	1996-01-29	5.0	A	4.8	A	4.9	A
USGS	14246900	1996-01-30	4.8	A	4.1	A	4.5	A
USGS	14246900	1996-01-31	4.1	A	2.9	A	3.4	A
USGS	14246900	1996-02-01	2.9	A	2.3	A	2.5	A
USGS	14246900	1996-02-02	2.3	A	2.0	A	2.1	A
USGS	14246900	1996-02-03	2.0	A	1.5	A	1.6	A
USGS	14246900	1996-02-04	1.6	A	1.3	A	1.4	A
USGS	14246900	1996-02-05	1.8	A	1.3	A	1.4	A
USGS	14246900	1996-02-06	3.2	A	1.8	A	2.2	A
USGS	14246900	1996-02-07	4.4	A	3.2	A	3.9	A
USGS	14246900	1996-02-08	6.0	A	4.4	A	5.4	A
USGS	14246900	1996-02-09	6.3	A	5.8	A	6.1	A
USGS	14246900	1996-02-10	6.3	A	6.0	A	6.0	A
USGS	14246900	1996-02-11	6.0	A	5.5	A	5.8	A
USGS	14246900	1996-02-12	5.5	A	5.3	A	5.4	A
USGS	14246900	1996-02-13	5.5	A	5.1	A	5.3	A
USGS	14246900	1996-02-14	5.3	A	5.1	A	5.2	A
USGS	14246900	1996-02-15	5.6	A	5.1	A	5.3	A
USGS	14246900	1996-02-16	5.5	A	5.3	A	5.5	A
USGS	14246900	1996-02-17	5.7	A	5.4	A	5.5	A
USGS	14246900	1996-02-18	5.7	A	5.4	A	5.6	A
USGS	14246900	1996-02-19	5.7	A	5.6	A	5.7	A
USGS	14246900	1996-02-20	5.8	A	5.6	A	5.8	A
USGS	14246900	1996-02-21	5.9	A	5.6	A	5.8	A
USGS	14246900	1996-02-22	5.8	A	5.5	A	5.6	A
USGS	14246900	1996-02-23	5.7	A	5.5	A	5.6	A
USGS	14246900	1996-02-24	5.5	A	5.4	A	5.5	A
USGS	14246900	1996-02-25	5.4	A	5.4	A	5.4	A
USGS	14246900	1996-02-26	5.6	A	5.3	A	5.5	A
USGS	14246900	1996-02-27	5.3	A	5.1	A	5.3	A
USGS	14246900	1996-02-28	5.1	A	4.8	A	4.9	A
USGS	14246900	1996-02-29	4.8	A	4.4	A	4.6	A
USGS	14246900	1996-03-01	4.8	A	4.4	A	4.5	A
USGS	14246900	1996-03-02	4.8	A	4.5	A	4.6	A
USGS	14246900	1996-03-03	4.8	A	4.6	A	4.7	A
USGS	14246900	1996-03-04	4.9	A	4.6	A	4.7	A
USGS	14246900	1996-03-05	4.7	A	4.5	A	4.6	A
USGS	14246900	1996-03-06	4.7	A	4.5	A	4.6	A
USGS	14246900	1996-03-07	4.9	A	4.6	A	4.8	A
USGS	14246900	1996-03-08	5.3	A	4.8	A	5.0	A
USGS	14246900	1996-03-09	5.5	A	4.8	A	5.1	A
USGS	14246900	1996-03-10	5.5	A	5.3	A	5.4	A
USGS	14246900	1996-03-11	5.6	A	5.3	A	5.5	A
USGS	14246900	1996-03-12	5.7	A	5.4	A	5.5	A
USGS	14246900	1996-03-13	5.8	A	5.3	A	5.6	A
USGS	14246900	1996-03-14	6.0	A	5.5	A	5.7	A
USGS	14246900	1996-03-15	6.0	A	5.8	A	5.9	A
USGS	14246900	1996-03-16	6.0	A	5.8	A	5.9	A
USGS	14246900	1996-03-17	6.3	A	6.0	A	6.1	A
USGS	14246900	1996-03-18	6.7	A	6.2	A	6.4	A
USGS	14246900	1996-03-19	7.0	A	6.5	A	6.7	A
USGS	14246900	1996-03-20	7.0	A	6.7	A	6.8	A
USGS	14246900	1996-03-21	7.0	A	6.5	A	6.8	A
USGS	14246900	1996-03-22	7.0	A	6.7	A	7.0	A
USGS	14246900	1996-03-23	7.2	A	6.8	A	7.0	A
USGS	14246900	1996-03-24	7.2	A	6.9	A	7.1	A
USGS	14246900	1996-03-25	7.2	A	6.7	A	7.0	A
USGS	14246900	1996-03-26	7.2	A	6.8	A	7.0	A
USGS	14246900	1996-03-27	7.2	A	6.8	A	7.0	A
USGS	14246900	1996-03-28	7.2	A	7.0	A	7.1	A
USGS	14246900	1996-03-29	7.4	A	7.0	A	7.2	A
USGS	14246900	1996-03-30	7.4	A	7.0	A	7.2	A
USGS	14246900	1996-03-31	7.2	A	7.0	A	7.2	A
USGS	14246900	1996-04-01	7.4	A	7.2	A	7.2	A
USGS	14246900	1996-04-02	8.0	A	7.2	A	7.5	A
USGS	14246900	1996-04-03	7.8	A	7.4	A	7.6	A
USGS	14246900	1996-04-04	8.2	A	7.4	A	7.8	A
USGS	14246900	1996-04-05	8.4	A	8.0	A	8.2	A
USGS	14246900	1996-04-06	8.5	A	8.1	A	8.3	A
USGS	14246900	1996-04-07	8.9	A	8.3	A	8.6	A
USGS	14246900	1996-04-08	9.1	A	8.7	A	8.9	A
USGS	14246900	1996-04-09	9.7	A	9.1	A	9.3	A
USGS	14246900	1996-04-10	9.5	A	9.3	A	9.4	A
USGS	14246900	1996-04-11	9.3	A	8.9	A	9.1	A
USGS	14246900	1996-04-12	9.1	A	8.7	A	8.9	A
USGS	14246900	1996-04-13	9.1	A	8.5	A	8.9	A
USGS	14246900	1996-04-14	9.7	A	8.9	A	9.3	A
USGS	14246900	1996-04-15	10.1	A	9.5	A	9.8	A
USGS	14246900	1996-04-16	10.1	A	9.7	A	10.0	A
USGS	14246900	1996-04-17	10.1	A	9.7	A	9.8	A
USGS	14246900	1996-04-18	9.9	A	9.5	A	9.7	A
USGS	14246900	1996-04-19	9.7	A	9.5	A	9.7	A
USGS	14246900	1996-04-20	9.7	A	9.3	A	9.5	A
USGS	14246900	1996-04-21	9.7	A	9.5	A	9.7	A
USGS	14246900	1996-04-22	9.9	A	9.7	A	9.8	A
USGS	14246900	1996-04-23	9.9	A	9.7	A	9.7	A
USGS	14246900	1996-04-24	9.7	A	9.5	A	9.7	A
USGS	14246900	1996-04-25	9.7	A	9.3	A	9.6	A
USGS	14246900	1996-04-26	9.5	A	9.1	A	9.3	A
USGS	14246900	1996-04-27	9.7	A	9.3	A	9.5	A
USGS	14246900	1996-04-28	9.9	A	9.5	A	9.7	A
USGS	14246900	1996-04-29	10.3	A	9.7	A	10.1	A
USGS	14246900	1996-04-30	10.8	A	10.1	A	10.5	A
USGS	14246900	1996-05-01	10.8	A	10.5	A	10.6	A
USGS	14246900	1996-05-02	10.8	A	10.5	A	10.7	A
USGS	14246900	1996-05-03	10.5	A	10.3	A	10.5	A
USGS	14246900	1996-05-04	11.0	A	10.3	A	10.5	A
USGS	14246900	1996-05-05	11.1	A	10.6	A	10.8	A
USGS	14246900	1996-05-06	11.3	A	10.6	A	11.0	A
USGS	14246900	1996-05-07	11.3	A	10.6	A	11.1	A
USGS	14246900	1996-05-08	11.3	A	11.1	A	11.2	A
USGS	14246900	1996-05-09	11.3	A	10.6	A	10.9	A
USGS	14246900	1996-05-10	11.5	A	10.8	A	11.3	A
USGS	14246900	1996-05-11	11.7	A	11.3	A	11.5	A
USGS	14246900	1996-05-12	12.0	A	11.5	A	11.6	A
USGS	14246900	1996-05-13	12.2	A	11.7	A	11.9	A
USGS	14246900	1996-05-14	12.4	A	12.0	A	12.1	A
USGS	14246900	1996-05-15	12.4	A	12.2	A	12.2	A
USGS	14246900	1996-05-16	12.7	A	12.4	A	12.5	A
USGS	14246900	1996-05-17	12.9	A	12.4	A	12.6	A
USGS	14246900	1996-05-18	12.9	A	12.6	A	12.7	A
USGS	14246900	1996-05-19	12.9	A	12.6	A	12.7	A
USGS	14246900	1996-05-20	12.9	A	12.6	A	12.7	A
USGS	14246900	1996-05-21	12.6	A	12.6	A	12.6	A
USGS	14246900	1996-05-22	12.6	A	12.6	A	12.6	A
USGS	14246900	1996-05-23	12.9	A	12.4	A	12.6	A
USGS	14246900	1996-05-24	12.9	A	12.4	A	12.5	A
USGS	14246900	1996-05-25	13.4	A	12.6	A	13.0	A
USGS	14246900	1996-05-26	13.5	A	13.0	A	13.3	A
USGS	14246900	1996-05-27	13.3	A	13.0	A	13.1	A
USGS	14246900	1996-05-28	13.3	A	12.8	A	13.0	A
USGS	14246900	1996-05-29	12.8	A	12.3	A	12.6	A
USGS	14246900	1996-05-30	12.8	A	12.3	A	12.5	A
USGS	14246900	1996-05-31	13.3	A	12.5	A	12.9	A
USGS	14246900	1996-06-01	13.5	A	13.0	A	13.2	A
USGS	14246900	1996-06-02	14.0	A	13.2	A	13.6	A
USGS	14246900	1996-06-03	14.2	A	13.7	A	14.1	A
USGS	14246900	1996-06-04	14.5	A	14.0	A	14.1	A
USGS	14246900	1996-06-05	14.5	A	14.0	A	14.2	A
USGS	14246900	1996-06-06	14.8	A	14.2	A	14.5	A
USGS	14246900	1996-06-07	15.3	A	14.5	A	14.9	A
USGS	14246900	1996-06-08	15.3	A	15.0	A	15.1	A
USGS	14246900	1996-06-09	15.5	A	15.3	A	15.4	A
USGS	14246900	1996-06-10	15.5	A	15.0	A	15.3	A
USGS	14246900	1996-06-11	15.5	A	15.3	A	15.4	A
USGS	14246900	1996-06-12	15.8	A	15.3	A	15.5	A
USGS	14246900	1996-06-13	16.1	A	15.5	A	15.8	A
USGS	14246900	1996-06-14	16.1	A	15.8	A	15.9	A
USGS	14246900	1996-06-15	16.1	A	15.8	A	15.9	A
USGS	14246900	1996-06-16	16.1	A	15.5	A	15.9	A
USGS	14246900	1996-06-17	15.5	A	15.3	A	15.4	A
USGS	14246900	1996-06-18	15.5	A	15.3	A	15.4	A
USGS	14246900	1996-06-19	15.8	A	15.2	A	15.4	A
USGS	14246900	1996-06-20	16.1	A	15.5	A	15.8	A
USGS	14246900	1996-06-21	16.3	A	15.7	A	15.9	A
USGS	14246900	1996-06-22	16.0	A	15.4	A	15.7	A
USGS	14246900	1996-06-23	16.0	A	15.4	A	15.6	A
USGS	14246900	1996-06-24	16.0	A	15.7	A	15.8	A
USGS	14246900	1996-06-25	16.0	A	15.4	A	15.8	A
USGS	14246900	1996-06-26	16.4	A	15.6	A	16.1	A
USGS	14246900	1996-06-27	16.7	A	16.1	A	16.4	A
USGS	14246900	1996-06-28	16.7	A	16.1	A	16.3	A
USGS	14246900	1996-06-29	16.4	A	15.9	A	16.2	A
USGS	14246900	1996-06-30	17.0	A	16.1	A	16.4	A
USGS	14246900	1996-07-01	17.2	A	16.4	A	16.8	A
USGS	14246900	1996-07-02	17.5	A	16.9	A	17.2	A
USGS	14246900	1996-07-03	17.8	A	17.2	A	17.4	A
USGS	14246900	1996-07-04	18.1	A	17.2	A	17.6	A
USGS	14246900	1996-07-05	17.8	A	17.2	A	17.5	A
USGS	14246900	1996-07-06	17.8	A	17.2	A	17.3	A
USGS	14246900	1996-07-07	17.7	A	17.1	A	17.5	A
USGS	14246900	1996-07-08	18.6	A	17.7	A	18.1	A
USGS	14246900	1996-07-09	18.6	A	18.0	A	18.4	A
USGS	14246900	1996-07-10	18.7	A	18.3	A	18.5	A
USGS	14246900	1996-07-11	18.7	A	18.4	A	18.7	A
USGS	14246900	1996-07-12	19.0	A	18.7	A	18.8	A
USGS	14246900	1996-07-13	19.8	A	19.0	A	19.5	A
USGS	14246900	1996-07-14	20.5	A	19.8	A	20.0	A
USGS	14246900	1996-07-15	20.4	A	20.1	A	20.2	A
USGS	14246900	1996-07-16	20.5	A	20.2	A	20.2	A
USGS	14246900	1996-07-17	20.2	A	19.9	A	20.0	A
USGS	14246900	1996-07-18	19.9	A	19.0	A	19.4	A
USGS	14246900	1996-07-19	19.3	A	18.7	A	19.0	A
USGS	14246900	1996-07-20	19.3	A	18.7	A	18.9	A
USGS	14246900	1996-07-21	19.8	A	19.3	A	19.4	A
USGS	14246900	1996-07-22	20.4	A	19.4	A	19.9	A
USGS	14246900	1996-07-23	20.8	A	19.8	A	20.4	A
USGS	14246900	1996-07-24	21.1	A	20.4	A	20.9	A
USGS	14246900	1996-07-25	21.4	A	21.0	A	21.1	A
USGS	14246900	1996-07-26	21.7	A	21.0	A	21.3	A
USGS	14246900	1996-07-27	21.7	A	21.3	A	21.6	A
USGS	14246900	1996-07-28	21.7	A	21.3	A	21.6	A
USGS	14246900	1996-07-29	21.7	A	21.3	A	21.6	A
USGS	14246900	1996-07-30	21.7	A	21.3	A	21.4	A
USGS	14246900	1996-07-31	21.6	A	21.0	A	21.2	A
USGS	14246900	1996-08-01	21.2	A	20.5	A	21.0	A
USGS	14246900	1996-08-02	21.2	A	20.5	A	20.9	A
USGS	14246900	1996-08-03	20.9	A	20.5	A	20.7	A
USGS	14246900	1996-08-04	20.9	A	20.2	A	20.6	A
USGS	14246900	1996-08-05	20.5	A	19.9	A	20.2	A
USGS	14246900	1996-08-06	20.2	A	19.8	A	20.0	A
USGS	14246900	1996-08-07	20.1	A	19.8	A	20.0	A
USGS	14246900	1996-08-08	20.5	A	20.1	A	20.2	A
USGS	14246900	1996-08-09	21.1	A	20.4	A	20.8	A
USGS	14246900	1996-08-10	21.5	A	21.1	A	21.2	A
USGS	14246900	1996-08-11	21.5	A	21.1	A	21.5	A
USGS	14246900	1996-08-12	21.5	A	21.1	A	21.4	A
USGS	14246900	1996-08-13	21.4	A	20.7	A	21.2	A
USGS	14246900	1996-08-14	21.4	A	21.0	A	21.1	A
